Catagory,Product_Code,SKU_Code,Product Title,Product Description,Selling Price (In Rs),MRP (In Rs),Quantity,Size,Color,Sleeve Length,Brand,Neckline,Prints/Patterns,Occasion,Combo,Fabric,Fabric Care,Pack Of,Type,Art Work,Stretchable,Ideal For,Generic Name,Highlight,Weight (Kg),Dimensions L x W x H (cm),Volumetric Weight (Kg),Country Of Origin,"Product HSN Code (2,4,6,8 Digits)",Style Code,Main Image Link,Sub Image Link-1,Sub Image Link-2,Sub Image Link-3,Sub Image Link-4,Sub Image Link-5,Tags ( Only for admin use )
"Tops,Tees,Tunics & Shirts",GE_007_RED_L,FSTOP3064A_L,Red Flower Printed Rayon Off Shoulder Top,,529,1099,10,L,Red,3/4th Sleeves,Galaxy Enterprises,Off Shoulder,Printed,Active Wear & Casual,No,Rayon,Hand Wash,1,Regular Top,,No,Girl,Top,Don't Iron|Don't Brush,0.2,16x14x4,0.1792,INDIA,,,https://www.dropbox.com/sh/boa3mi4i8orp95y/AAClCh7N_wQ5oL0tT-JD5dmIa/image048.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AAAoWms3vxLfFp6THxkg0WFra/image049.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AADHTkgvhFaeumuUJmrdSW1ka/image050.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AABriuYycxu-LH5xHTM2mEIwa/image051.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AAD_DlEIp8qwc_lrjaDGtfs1a/image052.png?dl=0,,
"Tops,Tees,Tunics & Shirts",GE_007_RED_XL,FSTOP3064A_XL,Red Flower Printed Rayon Off Shoulder Top,,529,1099,10,XL,Red,3/4th Sleeves,Galaxy Enterprises,Off Shoulder,Printed,Active Wear & Casual,No,Rayon,Hand Wash,1,Regular Top,,No,Girl,Top,Don't Iron|Don't Brush,0.2,16x14x4,0.1792,INDIA,,,https://www.dropbox.com/sh/boa3mi4i8orp95y/AAClCh7N_wQ5oL0tT-JD5dmIa/image048.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AAAoWms3vxLfFp6THxkg0WFra/image049.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AADHTkgvhFaeumuUJmrdSW1ka/image050.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AABriuYycxu-LH5xHTM2mEIwa/image051.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AAD_DlEIp8qwc_lrjaDGtfs1a/image052.png?dl=0,,
"Tops,Tees,Tunics & Shirts",GE_008_MRN_S,FSTOP3061B_S,Maroon Pearl Beaded Polycrepe Frill Top,,515,1099,10,S,Maroon,Full Sleeve,Galaxy Enterprises,Cut Away,Beaded,Active Wear & Casual,No,Poly Crepe,Hand Wash,1,Shirt Style,,No,Girl,Top,Don't Iron|Don't Brush,0.2,16x14x4,0.1792,INDIA,,,https://www.dropbox.com/sh/boa3mi4i8orp95y/AAAQ3fiTzlyH9MxCPgQ1sZt6a/image053.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AACC06UYYMtR1KQY9hsrCys3a/image054.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AAARl_wMI1VzuHcMqedRLPeZa/image055.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AAAPmxH9QjTacbj9a3uxuvrga/image056.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AAAT4whT_Mi-B-BTrghSVsira/image057.png?dl=0,,Featured
"Tops,Tees,Tunics & Shirts",GE_008_MRN_M,FSTOP3061B_M,Maroon Pearl Beaded Polycrepe Frill Top,,515,1099,10,M,Maroon,Full Sleeve,Galaxy Enterprises,Cut Away,Beaded,Active Wear & Casual,No,Poly Crepe,Hand Wash,1,Shirt Style,,No,Girl,Top,Don't Iron|Don't Brush,0.2,16x14x4,0.1792,INDIA,,,https://www.dropbox.com/sh/boa3mi4i8orp95y/AAAQ3fiTzlyH9MxCPgQ1sZt6a/image053.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AACC06UYYMtR1KQY9hsrCys3a/image054.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AAARl_wMI1VzuHcMqedRLPeZa/image055.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AAAPmxH9QjTacbj9a3uxuvrga/image056.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AAAT4whT_Mi-B-BTrghSVsira/image057.png?dl=0,,
"Tops,Tees,Tunics & Shirts",GE_008_MRN_L,FSTOP3061B_L,Maroon Pearl Beaded Polycrepe Frill Top,,515,1099,10,L,Maroon,Full Sleeve,Galaxy Enterprises,Cut Away,Beaded,Active Wear & Casual,No,Poly Crepe,Hand Wash,1,Shirt Style,,No,Girl,Top,Don't Iron|Don't Brush,0.2,16x14x4,0.1792,INDIA,,,https://www.dropbox.com/sh/boa3mi4i8orp95y/AAAQ3fiTzlyH9MxCPgQ1sZt6a/image053.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AACC06UYYMtR1KQY9hsrCys3a/image054.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AAARl_wMI1VzuHcMqedRLPeZa/image055.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AAAPmxH9QjTacbj9a3uxuvrga/image056.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AAAT4whT_Mi-B-BTrghSVsira/image057.png?dl=0,,
"Tops,Tees,Tunics & Shirts",GE_008_MRN_XL,FSTOP3061B_XL,Maroon Pearl Beaded Polycrepe Frill Top,,515,1099,10,XL,Maroon,Full Sleeve,Galaxy Enterprises,Cut Away,Beaded,Active Wear & Casual,No,Poly Crepe,Hand Wash,1,Shirt Style,,No,Girl,Top,Don't Iron|Don't Brush,0.2,16x14x4,0.1792,INDIA,,,https://www.dropbox.com/sh/boa3mi4i8orp95y/AAAQ3fiTzlyH9MxCPgQ1sZt6a/image053.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AACC06UYYMtR1KQY9hsrCys3a/image054.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AAARl_wMI1VzuHcMqedRLPeZa/image055.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AAAPmxH9QjTacbj9a3uxuvrga/image056.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AAAT4whT_Mi-B-BTrghSVsira/image057.png?dl=0,,
"Tops,Tees,Tunics & Shirts",GE_008_MSTD_S,FSTOP3061A_S,Mustard Pearl Beaded Polycrepe Frill Top,,515,1099,10,S,Mustard,Full Sleeve,Galaxy Enterprises,Cut Away,Beaded,Active Wear & Casual,No,Poly Crepe,Hand Wash,1,Shirt Style,,No,Girl,Top,Don't Iron|Don't Brush,0.2,16x14x4,0.1792,INDIA,,,https://www.dropbox.com/sh/boa3mi4i8orp95y/AAAdWw8v38uu1I8f5-Mks_iga/image058.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AADLauPlBzQw5nTIf8ExVxVua/image059.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AADqQ0eZmL56OQLeHBAJFPHPa/image060.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AACpxw9wX0skB8vKpGQ_fPSTa/image061.png?dl=0,,,
"Tops,Tees,Tunics & Shirts",GE_008_MSTD_M,FSTOP3061A_M,Mustard Pearl Beaded Polycrepe Frill Top,,515,1099,10,M,Mustard,Full Sleeve,Galaxy Enterprises,Cut Away,Beaded,Active Wear & Casual,No,Poly Crepe,Hand Wash,1,Shirt Style,,No,Girl,Top,Don't Iron|Don't Brush,0.2,16x14x4,0.1792,INDIA,,,https://www.dropbox.com/sh/boa3mi4i8orp95y/AAAdWw8v38uu1I8f5-Mks_iga/image058.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AADLauPlBzQw5nTIf8ExVxVua/image059.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AADqQ0eZmL56OQLeHBAJFPHPa/image060.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AACpxw9wX0skB8vKpGQ_fPSTa/image061.png?dl=0,,,
"Tops,Tees,Tunics & Shirts",GE_008_MSTD_L,FSTOP3061A_L,Mustard Pearl Beaded Polycrepe Frill Top,,515,1099,10,L,Mustard,Full Sleeve,Galaxy Enterprises,Cut Away,Beaded,Active Wear & Casual,No,Poly Crepe,Hand Wash,1,Shirt Style,,No,Girl,Top,Don't Iron|Don't Brush,0.2,16x14x4,0.1792,INDIA,,,https://www.dropbox.com/sh/boa3mi4i8orp95y/AAAdWw8v38uu1I8f5-Mks_iga/image058.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AADLauPlBzQw5nTIf8ExVxVua/image059.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AADqQ0eZmL56OQLeHBAJFPHPa/image060.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AACpxw9wX0skB8vKpGQ_fPSTa/image061.png?dl=0,,,
"Tops,Tees,Tunics & Shirts",GE_008_MSTD_XL,FSTOP3061A_XL,Mustard Pearl Beaded Polycrepe Frill Top,,515,1099,10,XL,Mustard,Full Sleeve,Galaxy Enterprises,Cut Away,Beaded,Active Wear & Casual,No,Poly Crepe,Hand Wash,1,Shirt Style,,No,Girl,Top,Don't Iron|Don't Brush,0.2,16x14x4,0.1792,INDIA,,,https://www.dropbox.com/sh/boa3mi4i8orp95y/AAAdWw8v38uu1I8f5-Mks_iga/image058.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AADLauPlBzQw5nTIf8ExVxVua/image059.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AADqQ0eZmL56OQLeHBAJFPHPa/image060.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AACpxw9wX0skB8vKpGQ_fPSTa/image061.png?dl=0,,,
"Tops,Tees,Tunics & Shirts",GE_008_MGNT_S,FSTOP3061C_S,Magenta Pearl Beaded Polycrepe Frill Top,,515,1099,10,S,Magenta,Full Sleeve,Galaxy Enterprises,Cut Away,Beaded,Active Wear & Casual,No,Poly Crepe,Hand Wash,1,Shirt Style,,No,Girl,Top,Don't Iron|Don't Brush,0.2,16x14x4,0.1792,INDIA,,,https://www.dropbox.com/sh/boa3mi4i8orp95y/AABFz5uefK57JTSRqS-fNAvla/image062.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AAAv2HhgDwsfGEP3CHmGvWlfa/image063.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AAC1oqxGnPtUe4fQG9xTqHpba/image064.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AABWI1qh4P3YEGiuqxDHy_Fea/image065.png?dl=0,,,
"Tops,Tees,Tunics & Shirts",GE_008_MGNT_M,FSTOP3061C_M,Magenta Pearl Beaded Polycrepe Frill Top,,515,1099,10,M,Magenta,Full Sleeve,Galaxy Enterprises,Cut Away,Beaded,Active Wear & Casual,No,Poly Crepe,Hand Wash,1,Shirt Style,,No,Girl,Top,Don't Iron|Don't Brush,0.2,16x14x4,0.1792,INDIA,,,https://www.dropbox.com/sh/boa3mi4i8orp95y/AABFz5uefK57JTSRqS-fNAvla/image062.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AAAv2HhgDwsfGEP3CHmGvWlfa/image063.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AAC1oqxGnPtUe4fQG9xTqHpba/image064.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AABWI1qh4P3YEGiuqxDHy_Fea/image065.png?dl=0,,,
"Tops,Tees,Tunics & Shirts",GE_008_MGNT_L,FSTOP3061C_L,Magenta Pearl Beaded Polycrepe Frill Top,,515,1099,10,L,Magenta,Full Sleeve,Galaxy Enterprises,Cut Away,Beaded,Active Wear & Casual,No,Poly Crepe,Hand Wash,1,Shirt Style,,No,Girl,Top,Don't Iron|Don't Brush,0.2,16x14x4,0.1792,INDIA,,,https://www.dropbox.com/sh/boa3mi4i8orp95y/AABFz5uefK57JTSRqS-fNAvla/image062.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AAAv2HhgDwsfGEP3CHmGvWlfa/image063.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AAC1oqxGnPtUe4fQG9xTqHpba/image064.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AABWI1qh4P3YEGiuqxDHy_Fea/image065.png?dl=0,,,
"Tops,Tees,Tunics & Shirts",GE_008_MGNT_XL,FSTOP3061C_XL,Magenta Pearl Beaded Polycrepe Frill Top,,515,1099,10,XL,Magenta,Full Sleeve,Galaxy Enterprises,Cut Away,Beaded,Active Wear & Casual,No,Poly Crepe,Hand Wash,1,Shirt Style,,No,Girl,Top,Don't Iron|Don't Brush,0.2,16x14x4,0.1792,INDIA,,,https://www.dropbox.com/sh/boa3mi4i8orp95y/AABFz5uefK57JTSRqS-fNAvla/image062.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AAAv2HhgDwsfGEP3CHmGvWlfa/image063.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AAC1oqxGnPtUe4fQG9xTqHpba/image064.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AABWI1qh4P3YEGiuqxDHy_Fea/image065.png?dl=0,,,
"Tops,Tees,Tunics & Shirts",GE_009_NB_S,FSTOP3063A_S,Navy Blue Pleated American Crepe Top,,475,999,10,S,Navy Blue,3/4 Sleeve,Galaxy Enterprises,V Neck,Pleated,Active Wear & Casual,No,American Crepe,Hand Wash,1,Regular Top,,No,Girl,Top,Don't Iron|Don't Brush,0.2,16x14x4,0.1792,INDIA,,,https://www.dropbox.com/sh/boa3mi4i8orp95y/AACq-biXFGdsyYa_KzHp51CVa/image066.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AABZPGTP3TJ1KGX2IOJiTgFGa/image067.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AACDfJyPNzfy3WWty9tFXN8ba/image068.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AACY_A1QYwidVC4Ojswq1Pjha/image069.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AAAD2inHHy-cxh7ESkfszDgwa/image070.png?dl=0,,
"Tops,Tees,Tunics & Shirts",GE_009_NB_M,FSTOP3063A_M,Navy Blue Pleated American Crepe Top,,475,999,10,M,Navy Blue,3/4 Sleeve,Galaxy Enterprises,V Neck,Pleated,Active Wear & Casual,No,American Crepe,Hand Wash,1,Regular Top,,No,Girl,Top,Don't Iron|Don't Brush,0.2,16x14x4,0.1792,INDIA,,,https://www.dropbox.com/sh/boa3mi4i8orp95y/AACq-biXFGdsyYa_KzHp51CVa/image066.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AABZPGTP3TJ1KGX2IOJiTgFGa/image067.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AACDfJyPNzfy3WWty9tFXN8ba/image068.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AACY_A1QYwidVC4Ojswq1Pjha/image069.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AAAD2inHHy-cxh7ESkfszDgwa/image070.png?dl=0,,
"Tops,Tees,Tunics & Shirts",GE_009_NB_L,FSTOP3063A_L,Navy Blue Pleated American Crepe Top,,475,999,10,L,Navy Blue,3/4 Sleeve,Galaxy Enterprises,V Neck,Pleated,Active Wear & Casual,No,American Crepe,Hand Wash,1,Regular Top,,No,Girl,Top,Don't Iron|Don't Brush,0.2,16x14x4,0.1792,INDIA,,,https://www.dropbox.com/sh/boa3mi4i8orp95y/AACq-biXFGdsyYa_KzHp51CVa/image066.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AABZPGTP3TJ1KGX2IOJiTgFGa/image067.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AACDfJyPNzfy3WWty9tFXN8ba/image068.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AACY_A1QYwidVC4Ojswq1Pjha/image069.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AAAD2inHHy-cxh7ESkfszDgwa/image070.png?dl=0,,
"Tops,Tees,Tunics & Shirts",GE_009_NB_XL,FSTOP3063A_XL,Navy Blue Pleated American Crepe Top,,475,999,10,XL,Navy Blue,3/4 Sleeve,Galaxy Enterprises,V Neck,Pleated,Active Wear & Casual,No,American Crepe,Hand Wash,1,Regular Top,,No,Girl,Top,Don't Iron|Don't Brush,0.2,16x14x4,0.1792,INDIA,,,https://www.dropbox.com/sh/boa3mi4i8orp95y/AACq-biXFGdsyYa_KzHp51CVa/image066.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AABZPGTP3TJ1KGX2IOJiTgFGa/image067.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AACDfJyPNzfy3WWty9tFXN8ba/image068.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AACY_A1QYwidVC4Ojswq1Pjha/image069.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AAAD2inHHy-cxh7ESkfszDgwa/image070.png?dl=0,,
"Tops,Tees,Tunics & Shirts",GE_10_BEGE_S,FSTOP3063D_S,Beige Printed American Crepe Plated Top,,475,999,10,S,Beige,3/4 Sleeve,Galaxy Enterprises,V Neck,Printed,Active Wear & Casual,No,American Crepe,Hand Wash,1,Regular Top,,No,Girl,Top,Don't Iron|Don't Brush,0.2,16x14x4,0.1792,INDIA,,,https://www.dropbox.com/sh/boa3mi4i8orp95y/AAAiz0V0e7knxR0oG8qa8jzEa/image077.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AABhg4yK4FXav8RehVjTAWxia/image078.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AABaOlRHbVVlTl-ZyrYqf4mMa/image079.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AACdvPnZMwl78xsSAQAm4Rnma/image080.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AACP0IMdafgT_OpS4hYJG87wa/image081.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AABfCpi8m2WWbVas8scRL5G8a/image082.png?dl=0,
"Tops,Tees,Tunics & Shirts",GE_10_BEGE_M,FSTOP3063D_M,Beige Printed American Crepe Plated Top,,475,999,10,M,Beige,3/4 Sleeve,Galaxy Enterprises,V Neck,Printed,Active Wear & Casual,No,American Crepe,Hand Wash,1,Regular Top,,No,Girl,Top,Don't Iron|Don't Brush,0.2,16x14x4,0.1792,INDIA,,,https://www.dropbox.com/sh/boa3mi4i8orp95y/AAAiz0V0e7knxR0oG8qa8jzEa/image077.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AABhg4yK4FXav8RehVjTAWxia/image078.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AABaOlRHbVVlTl-ZyrYqf4mMa/image079.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AACdvPnZMwl78xsSAQAm4Rnma/image080.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AACP0IMdafgT_OpS4hYJG87wa/image081.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AABfCpi8m2WWbVas8scRL5G8a/image082.png?dl=0,
"Tops,Tees,Tunics & Shirts",GE_10_BEGE_L,FSTOP3063D_L,Beige Printed American Crepe Plated Top,,475,999,10,L,Beige,3/4 Sleeve,Galaxy Enterprises,V Neck,Printed,Active Wear & Casual,No,American Crepe,Hand Wash,1,Regular Top,,No,Girl,Top,Don't Iron|Don't Brush,0.2,16x14x4,0.1792,INDIA,,,https://www.dropbox.com/sh/boa3mi4i8orp95y/AAAiz0V0e7knxR0oG8qa8jzEa/image077.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AABhg4yK4FXav8RehVjTAWxia/image078.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AABaOlRHbVVlTl-ZyrYqf4mMa/image079.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AACdvPnZMwl78xsSAQAm4Rnma/image080.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AACP0IMdafgT_OpS4hYJG87wa/image081.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AABfCpi8m2WWbVas8scRL5G8a/image082.png?dl=0,
"Tops,Tees,Tunics & Shirts",GE_10_BEGE_XL,FSTOP3063D_XL,Beige Printed American Crepe Plated Top,,475,999,10,XL,Beige,3/4 Sleeve,Galaxy Enterprises,V Neck,Printed,Active Wear & Casual,No,American Crepe,Hand Wash,1,Regular Top,,No,Girl,Top,Don't Iron|Don't Brush,0.2,16x14x4,0.1792,INDIA,,,https://www.dropbox.com/sh/boa3mi4i8orp95y/AAAiz0V0e7knxR0oG8qa8jzEa/image077.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AABhg4yK4FXav8RehVjTAWxia/image078.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AABaOlRHbVVlTl-ZyrYqf4mMa/image079.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AACdvPnZMwl78xsSAQAm4Rnma/image080.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AACP0IMdafgT_OpS4hYJG87wa/image081.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AABfCpi8m2WWbVas8scRL5G8a/image082.png?dl=0,
"Tops,Tees,Tunics & Shirts",GE_10_WHT_S,FSTOP3063E_S,White Printed American Crepe Pleated Top,,475,999,10,S,White,3/4 Sleeve,Galaxy Enterprises,V Neck,Printed,Active Wear & Casual,No,American Crepe,Hand Wash,1,Regular Top,,No,Girl,Top,Don't Iron|Don't Brush,0.2,16x14x4,0.1792,INDIA,,,https://www.dropbox.com/sh/boa3mi4i8orp95y/AAAki1bffZ5l89hdl4exAv4-a/image083.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AACR_Mzw7V4SiQv4EwN4FQxra/image084.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AABqI9nlBruaW0rRw326Vv98a/image085.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AACvHKbWAlc6X45-FhibuYLfa/image086.png?dl=0,,,Topseller
"Tops,Tees,Tunics & Shirts",GE_10_WHT_M,FSTOP3063E_M,White Printed American Crepe Pleated Top,,475,999,10,M,White,3/4 Sleeve,Galaxy Enterprises,V Neck,Printed,Active Wear & Casual,No,American Crepe,Hand Wash,1,Regular Top,,No,Girl,Top,Don't Iron|Don't Brush,0.2,16x14x4,0.1792,INDIA,,,https://www.dropbox.com/sh/boa3mi4i8orp95y/AAAki1bffZ5l89hdl4exAv4-a/image083.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AACR_Mzw7V4SiQv4EwN4FQxra/image084.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AABqI9nlBruaW0rRw326Vv98a/image085.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AACvHKbWAlc6X45-FhibuYLfa/image086.png?dl=0,,,
"Tops,Tees,Tunics & Shirts",GE_10_WHT_L,FSTOP3063E_L,White Printed American Crepe Pleated Top,,475,999,10,L,White,3/4 Sleeve,Galaxy Enterprises,V Neck,Printed,Active Wear & Casual,No,American Crepe,Hand Wash,1,Regular Top,,No,Girl,Top,Don't Iron|Don't Brush,0.2,16x14x4,0.1792,INDIA,,,https://www.dropbox.com/sh/boa3mi4i8orp95y/AAAki1bffZ5l89hdl4exAv4-a/image083.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AACR_Mzw7V4SiQv4EwN4FQxra/image084.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AABqI9nlBruaW0rRw326Vv98a/image085.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AACvHKbWAlc6X45-FhibuYLfa/image086.png?dl=0,,,
"Tops,Tees,Tunics & Shirts",GE_10_WHT_XL,FSTOP3063E_XL,White Printed American Crepe Pleated Top,,475,999,10,XL,White,3/4 Sleeve,Galaxy Enterprises,V Neck,Printed,Active Wear & Casual,No,American Crepe,Hand Wash,1,Regular Top,,No,Girl,Top,Don't Iron|Don't Brush,0.2,16x14x4,0.1792,INDIA,,,https://www.dropbox.com/sh/boa3mi4i8orp95y/AAAki1bffZ5l89hdl4exAv4-a/image083.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AACR_Mzw7V4SiQv4EwN4FQxra/image084.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AABqI9nlBruaW0rRw326Vv98a/image085.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AACvHKbWAlc6X45-FhibuYLfa/image086.png?dl=0,,,
"Tops,Tees,Tunics & Shirts",GE_12_BEGE_S,FSTOP3052C_S,Beige Floral Printed American Crepe Top,,485,999,10,S,Beige,3/4 Sleeve,Galaxy Enterprises,Off Shoulder,Floral Print,Active Wear & Casual,No,American Crepe,Hand Wash,1,Regular Top,,No,Girl,Top,Don't Iron|Don't Brush,0.2,16x14x4,0.1792,INDIA,,,https://www.dropbox.com/sh/boa3mi4i8orp95y/AABvkCU5U_vGCs532eVvtIFQa/image092.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AAD-Nv1pxyTd-jRY_3tdiDCva/image093.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AADzhLhtYxsxLd-0bjaEdQ3Pa/image094.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AACvIRsLtNazI-XuMjD0e4bca/image095.png?dl=0,,,Bestseller
"Tops,Tees,Tunics & Shirts",GE_12_BEGE_M,FSTOP3052C_M,Beige Floral Printed American Crepe Top,,485,999,10,M,Beige,3/4 Sleeve,Galaxy Enterprises,Off Shoulder,Floral Print,Active Wear & Casual,No,American Crepe,Hand Wash,1,Regular Top,,No,Girl,Top,Don't Iron|Don't Brush,0.2,16x14x4,0.1792,INDIA,,,https://www.dropbox.com/sh/boa3mi4i8orp95y/AABvkCU5U_vGCs532eVvtIFQa/image092.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AAD-Nv1pxyTd-jRY_3tdiDCva/image093.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AADzhLhtYxsxLd-0bjaEdQ3Pa/image094.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AACvIRsLtNazI-XuMjD0e4bca/image095.png?dl=0,,,
"Tops,Tees,Tunics & Shirts",GE_12_BEGE_L,FSTOP3052C_L,Beige Floral Printed American Crepe Top,,485,999,10,L,Beige,3/4 Sleeve,Galaxy Enterprises,Off Shoulder,Floral Print,Active Wear & Casual,No,American Crepe,Hand Wash,1,Regular Top,,No,Girl,Top,Don't Iron|Don't Brush,0.2,16x14x4,0.1792,INDIA,,,https://www.dropbox.com/sh/boa3mi4i8orp95y/AABvkCU5U_vGCs532eVvtIFQa/image092.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AAD-Nv1pxyTd-jRY_3tdiDCva/image093.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AADzhLhtYxsxLd-0bjaEdQ3Pa/image094.png?dl=0,https://www.dropbox.com/sh/boa3mi4i8orp95y/AACvIRsLtNazI-XuMjD0e4bca/image095.png?dl=0,,,
